YEAR,JURISDICTION,LOCATION,AGE_GROUP,DETECTION_METHOD,FINES,DETECTION_GROUP
2023,NT,Unknown,40-64,Police issued,6,Police
2023,NT,Unknown,65 and over,Police issued,0,Police
2023,SA,Unknown,0-16,Police issued,2,Police
2023,SA,Unknown,17-25,Police issued,102,Police
2023,SA,Unknown,26-39,Police issued,182,Police
2023,SA,Unknown,40-64,Police issued,131,Police
2023,SA,Unknown,65 and over,Police issued,20,Police
2023,SA,Unknown,Unknown,Police issued,0,Police
2023,TAS,Unknown,17-25,Police issued,29,Police
2023,TAS,Unknown,26-39,Police issued,54,Police
2023,TAS,Unknown,40-64,Police issued,44,Police
2023,TAS,Unknown,65 and over,Police issued,6,Police
2023,VIC,Inner Regional Australia,17-25,Police issued,24,Police
2023,VIC,Inner Regional Australia,26-39,Police issued,61,Police
2023,VIC,Inner Regional Australia,40-64,Police issued,37,Police
2023,VIC,Inner Regional Australia,65 and over,Police issued,4,Police
2023,VIC,Major Cities of Australia,17-25,Police issued,196,Police
2023,VIC,Major Cities of Australia,26-39,Police issued,465,Police
2023,VIC,Major Cities of Australia,40-64,Police issued,381,Police
2023,VIC,Major Cities of Australia,65 and over,Police issued,37,Police
2023,VIC,Outer Regional Australia,17-25,Police issued,6,Police
2023,VIC,Outer Regional Australia,26-39,Police issued,13,Police
2023,VIC,Outer Regional Australia,40-64,Police issued,11,Police
2023,VIC,Outer Regional Australia,65 and over,Police issued,2,Police
2023,VIC,Unknown,17-25,Police issued,3,Police
2023,VIC,Unknown,26-39,Police issued,6,Police
2023,VIC,Unknown,40-64,Police issued,6,Police
2023,WA,Unknown,17-25,Police issued,63,Police
2023,WA,Unknown,17-25,Unknown,0,Unknown
2023,WA,Unknown,26-39,Police issued,124,Police
2023,WA,Unknown,26-39,Unknown,0,Unknown
2023,WA,Unknown,40-64,Police issued,103,Police
2023,WA,Unknown,40-64,Unknown,0,Unknown
2023,WA,Unknown,65 and over,Police issued,13,Police
2023,ACT,Major Cities of Australia,17-25,Police issued,10,Police
2023,ACT,Major Cities of Australia,26-39,Police issued,8,Police
2023,ACT,Major Cities of Australia,40-64,Police issued,6,Police
2023,ACT,Major Cities of Australia,65 and over,Police issued,1,Police
2023,NSW,Inner Regional Australia,17-25,Police issued,38,Police
2023,NSW,Inner Regional Australia,26-39,Police issued,41,Police
2023,NSW,Inner Regional Australia,40-64,Police issued,26,Police
2023,NSW,Inner Regional Australia,65 and over,Police issued,4,Police
2023,NSW,Major Cities of Australia,17-25,Police issued,253,Police
2023,NSW,Major Cities of Australia,26-39,Police issued,316,Police
2023,NSW,Major Cities of Australia,40-64,Police issued,260,Police
2023,NSW,Major Cities of Australia,65 and over,Police issued,19,Police
2023,NSW,Outer Regional Australia,17-25,Police issued,5,Police
2023,NSW,Outer Regional Australia,26-39,Police issued,8,Police
2023,NSW,Outer Regional Australia,40-64,Police issued,5,Police
2023,NSW,Outer Regional Australia,65 and over,Police issued,2,Police
2023,NSW,Remote Australia,17-25,Police issued,0,Police
2023,NSW,Remote Australia,40-64,Police issued,1,Police
2023,NSW,Unknown,Unknown,Fixed or mobile camera,16377,Camera
2023,NT,Unknown,17-25,Police issued,1,Police
2023,NT,Unknown,26-39,Police issued,9,Police
2023,NT,Unknown,40-64,Police issued,4,Police
2023,SA,Unknown,0-16,Police issued,0,Police
2023,SA,Unknown,17-25,Police issued,109,Police
2023,SA,Unknown,26-39,Police issued,194,Police
2023,SA,Unknown,40-64,Police issued,146,Police
2023,SA,Unknown,65 and over,Police issued,18,Police
2023,SA,Unknown,Unknown,Police issued,0,Police
2023,TAS,Unknown,17-25,Police issued,28,Police
2023,TAS,Unknown,26-39,Police issued,51,Police
2023,TAS,Unknown,40-64,Police issued,42,Police
2023,TAS,Unknown,65 and over,Police issued,12,Police
2023,VIC,Inner Regional Australia,17-25,Police issued,30,Police
2023,VIC,Inner Regional Australia,26-39,Police issued,59,Police
2023,VIC,Inner Regional Australia,40-64,Police issued,51,Police
2023,VIC,Inner Regional Australia,65 and over,Police issued,11,Police
2023,VIC,Inner Regional Australia,Unknown,Mobile camera,150,Camera
2023,VIC,Major Cities of Australia,0-16,Police issued,1,Police
2023,VIC,Major Cities of Australia,17-25,Police issued,216,Police
2023,VIC,Major Cities of Australia,26-39,Police issued,520,Police
2023,VIC,Major Cities of Australia,40-64,Police issued,368,Police
2023,VIC,Major Cities of Australia,65 and over,Police issued,55,Police
2023,VIC,Major Cities of Australia,Unknown,Mobile camera,3157,Camera
2023,VIC,Outer Regional Australia,17-25,Police issued,7,Police
2023,VIC,Outer Regional Australia,26-39,Police issued,10,Police
2023,VIC,Outer Regional Australia,40-64,Police issued,16,Police
2023,VIC,Outer Regional Australia,Unknown,Mobile camera,6,Camera
2023,VIC,Unknown,17-25,Police issued,4,Police
2023,VIC,Unknown,26-39,Police issued,9,Police
2023,VIC,Unknown,40-64,Police issued,4,Police
2023,VIC,Unknown,Unknown,Mobile camera,283,Camera
2023,WA,Unknown,17-25,Police issued,60,Police
2023,WA,Unknown,17-25,Unknown,0,Unknown
2023,WA,Unknown,26-39,Police issued,115,Police
2023,WA,Unknown,26-39,Unknown,0,Unknown
2023,WA,Unknown,40-64,Police issued,92,Police
2023,WA,Unknown,40-64,Unknown,0,Unknown
2023,WA,Unknown,65 and over,Police issued,10,Police
2023,WA,Unknown,65 and over,Unknown,0,Unknown
2023,ACT,Major Cities of Australia,17-25,Police issued,9,Police
2023,ACT,Major Cities of Australia,26-39,Police issued,8,Police
2023,ACT,Major Cities of Australia,40-64,Police issued,6,Police
2023,NSW,Inner Regional Australia,0-16,Police issued,2,Police
2023,NSW,Inner Regional Australia,17-25,Police issued,35,Police
2023,NSW,Inner Regional Australia,26-39,Police issued,39,Police
2023,NSW,Inner Regional Australia,40-64,Police issued,33,Police
2023,NSW,Inner Regional Australia,65 and over,Police issued,7,Police
2023,NSW,Major Cities of Australia,0-16,Police issued,1,Police
2023,NSW,Major Cities of Australia,17-25,Police issued,298,Police
2023,NSW,Major Cities of Australia,26-39,Police issued,298,Police
2023,NSW,Major Cities of Australia,40-64,Police issued,227,Police
2023,NSW,Major Cities of Australia,65 and over,Police issued,14,Police
2023,NSW,Outer Regional Australia,17-25,Police issued,4,Police
2023,NSW,Outer Regional Australia,26-39,Police issued,12,Police
2023,NSW,Outer Regional Australia,40-64,Police issued,4,Police
2023,NSW,Outer Regional Australia,65 and over,Police issued,3,Police
2023,VIC,Outer Regional Australia,26-39,Police issued,12,Police
2023,VIC,Outer Regional Australia,40-64,Police issued,18,Police
2023,VIC,Outer Regional Australia,65 and over,Police issued,5,Police
2023,VIC,Unknown,26-39,Mobile camera,3,Camera
2023,VIC,Unknown,26-39,Police issued,6,Police
2023,VIC,Unknown,40-64,Mobile camera,21,Camera
2023,VIC,Unknown,40-64,Police issued,1,Police
2023,VIC,Unknown,65 and over,Mobile camera,3,Camera
2023,VIC,Unknown,Unknown,Mobile camera,8,Camera
2023,WA,Unknown,17-25,Police issued,52,Police
2023,WA,Unknown,26-39,Police issued,92,Police
2023,WA,Unknown,26-39,Unknown,0,Unknown
2023,WA,Unknown,40-64,Police issued,101,Police
2023,WA,Unknown,40-64,Unknown,0,Unknown
2023,WA,Unknown,65 and over,Police issued,10,Police
2023,ACT,Major Cities of Australia,0-16,Police issued,1,Police
2023,ACT,Major Cities of Australia,17-25,Police issued,6,Police
2023,ACT,Major Cities of Australia,26-39,Police issued,7,Police
2023,ACT,Major Cities of Australia,40-64,Police issued,5,Police
2023,ACT,Major Cities of Australia,65 and over,Police issued,1,Police
2023,NSW,Inner Regional Australia,0-16,Police issued,3,Police
2023,NSW,Inner Regional Australia,17-25,Police issued,53,Police
2023,NSW,Inner Regional Australia,26-39,Police issued,67,Police
2023,NSW,Inner Regional Australia,40-64,Police issued,59,Police
2023,NSW,Inner Regional Australia,65 and over,Police issued,5,Police
2023,NSW,Major Cities of Australia,0-16,Police issued,1,Police
2023,NSW,Major Cities of Australia,17-25,Police issued,237,Police
2023,NSW,Major Cities of Australia,26-39,Police issued,302,Police
2023,NSW,Major Cities of Australia,40-64,Police issued,237,Police
2023,NSW,Major Cities of Australia,65 and over,Police issued,28,Police
2023,NSW,Outer Regional Australia,17-25,Police issued,4,Police
2023,NSW,Outer Regional Australia,26-39,Police issued,9,Police
2023,NSW,Outer Regional Australia,40-64,Police issued,8,Police
2023,NSW,Remote Australia,17-25,Police issued,1,Police
2023,NSW,Remote Australia,26-39,Police issued,3,Police
2023,NSW,Unknown,17-25,Police issued,1,Police
2023,NSW,Unknown,Unknown,Fixed or mobile camera,15466,Camera
2023,NT,Unknown,17-25,Police issued,4,Police
2023,NT,Unknown,26-39,Police issued,7,Police
2023,NT,Unknown,40-64,Police issued,6,Police
2023,NT,Unknown,65 and over,Police issued,1,Police
2023,SA,Unknown,0-16,Police issued,0,Police
2023,SA,Unknown,17-25,Police issued,104,Police
2023,SA,Unknown,26-39,Police issued,177,Police
2023,SA,Unknown,40-64,Police issued,139,Police
2023,SA,Unknown,65 and over,Police issued,21,Police
2023,SA,Unknown,Unknown,Police issued,0,Police
2023,TAS,Unknown,17-25,Fixed or mobile camera,29,Camera
2023,TAS,Unknown,17-25,Police issued,34,Police
2023,TAS,Unknown,26-39,Fixed or mobile camera,132,Camera
2023,TAS,Unknown,26-39,Police issued,69,Police
2023,TAS,Unknown,40-64,Fixed or mobile camera,146,Camera
2023,TAS,Unknown,40-64,Police issued,50,Police
2023,TAS,Unknown,65 and over,Fixed or mobile camera,21,Camera
2023,TAS,Unknown,65 and over,Police issued,6,Police
2023,VIC,Inner Regional Australia,17-25,Mobile camera,30,Camera
2023,VIC,Inner Regional Australia,17-25,Police issued,37,Police
2023,VIC,Inner Regional Australia,26-39,Mobile camera,213,Camera
2023,VIC,Inner Regional Australia,26-39,Police issued,61,Police
2023,VIC,Inner Regional Australia,40-64,Mobile camera,262,Camera
2023,VIC,Inner Regional Australia,40-64,Police issued,39,Police
2023,VIC,Inner Regional Australia,65 and over,Mobile camera,48,Camera
2023,VIC,Inner Regional Australia,65 and over,Police issued,1,Police
2023,VIC,Inner Regional Australia,Unknown,Mobile camera,142,Camera
2023,VIC,Major Cities of Australia,17-25,Mobile camera,220,Camera
2023,VIC,Major Cities of Australia,17-25,Police issued,291,Police
2023,VIC,Major Cities of Australia,26-39,Mobile camera,1366,Camera
2023,VIC,Major Cities of Australia,26-39,Police issued,681,Police
2023,VIC,Major Cities of Australia,40-64,Mobile camera,1654,Camera
2023,VIC,Major Cities of Australia,40-64,Police issued,523,Police
2023,VIC,Major Cities of Australia,65 and over,Mobile camera,247,Camera
2023,VIC,Major Cities of Australia,65 and over,Police issued,50,Police
2023,VIC,Major Cities of Australia,Unknown,Mobile camera,1194,Camera
2023,VIC,Outer Regional Australia,17-25,Police issued,5,Police
2023,VIC,Outer Regional Australia,26-39,Police issued,26,Police
2023,VIC,Outer Regional Australia,40-64,Mobile camera,3,Camera
2023,VIC,Outer Regional Australia,40-64,Police issued,18,Police
2023,VIC,Outer Regional Australia,65 and over,Police issued,5,Police
2023,VIC,Outer Regional Australia,Unknown,Mobile camera,2,Camera
2023,VIC,Unknown,17-25,Mobile camera,11,Camera
2023,VIC,Unknown,26-39,Mobile camera,76,Camera
2023,VIC,Unknown,26-39,Police issued,6,Police
2023,VIC,Unknown,40-64,Mobile camera,77,Camera
2023,VIC,Unknown,40-64,Police issued,2,Police
2023,VIC,Unknown,65 and over,Mobile camera,6,Camera
2023,VIC,Unknown,Unknown,Mobile camera,32,Camera
2023,WA,Unknown,17-25,Police issued,57,Police
2023,WA,Unknown,17-25,Unknown,0,Unknown
2023,WA,Unknown,26-39,Police issued,108,Police
2023,WA,Unknown,26-39,Unknown,0,Unknown
2023,WA,Unknown,40-64,Police issued,90,Police
2023,WA,Unknown,40-64,Unknown,0,Unknown
2023,WA,Unknown,65 and over,Police issued,6,Police
2023,ACT,Major Cities of Australia,17-25,Police issued,4,Police
2023,ACT,Major Cities of Australia,26-39,Police issued,3,Police
2023,ACT,Major Cities of Australia,40-64,Police issued,1,Police
2023,ACT,Major Cities of Australia,65 and over,Police issued,1,Police
2023,NSW,Inner Regional Australia,0-16,Police issued,2,Police
2023,NSW,Inner Regional Australia,17-25,Police issued,48,Police
2023,NSW,Inner Regional Australia,26-39,Police issued,55,Police
2023,NSW,Inner Regional Australia,40-64,Police issued,38,Police
2023,NSW,Inner Regional Australia,65 and over,Police issued,5,Police
2023,NSW,Major Cities of Australia,0-16,Police issued,2,Police
2023,NSW,Major Cities of Australia,17-25,Police issued,340,Police
2023,NSW,Major Cities of Australia,26-39,Police issued,338,Police
2023,NSW,Major Cities of Australia,40-64,Police issued,223,Police
2023,NSW,Major Cities of Australia,65 and over,Police issued,29,Police
2023,NSW,Outer Regional Australia,17-25,Police issued,10,Police
2023,NSW,Outer Regional Australia,26-39,Police issued,8,Police
2023,NSW,Outer Regional Australia,40-64,Police issued,6,Police
2023,NSW,Outer Regional Australia,65 and over,Police issued,1,Police
2023,NSW,Unknown,17-25,Police issued,33,Police
2023,NSW,Unknown,26-39,Police issued,57,Police
2023,NSW,Unknown,40-64,Police issued,26,Police
2023,NSW,Unknown,65 and over,Police issued,2,Police
2023,NSW,Unknown,Unknown,Fixed or mobile camera,15188,Camera
2023,NSW,Very Remote Australia,17-25,Police issued,1,Police
2023,NT,Unknown,17-25,Police issued,6,Police
2023,NT,Unknown,26-39,Police issued,12,Police
2023,NT,Unknown,40-64,Police issued,7,Police
2023,NT,Unknown,65 and over,Police issued,1,Police
2023,SA,Unknown,0-16,Police issued,0,Police
2023,SA,Unknown,17-25,Police issued,104,Police
2023,SA,Unknown,26-39,Police issued,158,Police
2023,SA,Unknown,40-64,Police issued,120,Police
2023,SA,Unknown,65 and over,Police issued,21,Police
2023,SA,Unknown,Unknown,Police issued,0,Police
2023,TAS,Unknown,17-25,Fixed or mobile camera,11,Camera
2023,TAS,Unknown,17-25,Police issued,23,Police
2023,TAS,Unknown,26-39,Fixed or mobile camera,57,Camera
2023,TAS,Unknown,26-39,Police issued,54,Police
2023,TAS,Unknown,40-64,Fixed or mobile camera,48,Camera
2023,TAS,Unknown,40-64,Police issued,30,Police
2023,TAS,Unknown,65 and over,Fixed or mobile camera,12,Camera
2023,TAS,Unknown,65 and over,Police issued,7,Police
2023,VIC,Inner Regional Australia,17-25,Mobile camera,114,Camera
2023,VIC,Inner Regional Australia,17-25,Police issued,37,Police
2023,VIC,Inner Regional Australia,26-39,Mobile camera,462,Camera
2023,VIC,Inner Regional Australia,26-39,Police issued,81,Police
2023,VIC,Inner Regional Australia,40-64,Mobile camera,552,Camera
2023,VIC,Inner Regional Australia,40-64,Police issued,70,Police
2023,VIC,Inner Regional Australia,65 and over,Mobile camera,95,Camera
2023,VIC,Inner Regional Australia,65 and over,Police issued,6,Police
2023,VIC,Inner Regional Australia,Unknown,Mobile camera,308,Camera
2023,VIC,Major Cities of Australia,0-16,Police issued,1,Police
2023,VIC,Major Cities of Australia,17-25,Mobile camera,220,Camera
2023,VIC,Major Cities of Australia,17-25,Police issued,259,Police
2023,VIC,Major Cities of Australia,26-39,Mobile camera,1102,Camera
2023,VIC,Major Cities of Australia,26-39,Police issued,718,Police
2023,VIC,Major Cities of Australia,40-64,Mobile camera,1417,Camera
2023,VIC,Major Cities of Australia,40-64,Police issued,547,Police
2023,VIC,Major Cities of Australia,65 and over,Mobile camera,196,Camera
2023,VIC,Major Cities of Australia,65 and over,Police issued,48,Police
2023,VIC,Major Cities of Australia,Unknown,Mobile camera,855,Camera
2023,VIC,Outer Regional Australia,17-25,Police issued,6,Police
2023,VIC,Outer Regional Australia,26-39,Police issued,9,Police
2023,VIC,Outer Regional Australia,40-64,Police issued,10,Police
2023,VIC,Outer Regional Australia,65 and over,Police issued,3,Police
2023,VIC,Unknown,17-25,Police issued,1,Police
2023,VIC,Unknown,26-39,Police issued,8,Police
2023,VIC,Unknown,40-64,Police issued,2,Police
2023,WA,Unknown,17-25,Police issued,35,Police
2023,WA,Unknown,17-25,Unknown,0,Unknown
2023,WA,Unknown,26-39,Police issued,78,Police
2023,WA,Unknown,26-39,Unknown,0,Unknown
2023,WA,Unknown,40-64,Police issued,55,Police
2023,WA,Unknown,40-64,Unknown,0,Unknown
2023,WA,Unknown,65 and over,Police issued,5,Police
2024,ACT,Major Cities of Australia,17-25,Police issued,8,Police
2024,ACT,Major Cities of Australia,26-39,Police issued,6,Police
2024,ACT,Major Cities of Australia,40-64,Police issued,7,Police
2024,NSW,Inner Regional Australia,17-25,Police issued,40,Police
2024,NSW,Inner Regional Australia,26-39,Police issued,47,Police
2024,NSW,Inner Regional Australia,40-64,Police issued,39,Police
2024,NSW,Inner Regional Australia,65 and over,Police issued,8,Police
2024,NSW,Major Cities of Australia,17-25,Police issued,326,Police
2024,NSW,Major Cities of Australia,26-39,Police issued,313,Police
2024,NSW,Major Cities of Australia,40-64,Police issued,192,Police
